Sentence,Tags,Dependencies,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb,Verb Lemma,Verb Tag,Relation to Verb,Verb Adverbial Modifier,Verb Negation,Auxillary,Copula Other Tag,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compound Head,Compound Modifiers,Adjectival Modifiers,AdjType: Behavior,AdjType: Body,AdjType: Feeling,AdjType: Mind,AdjType: Miscellaneous,AdjType: Motion,AdjType: Perception,AdjType: Quantity,AdjType: Social,AdjType: Spatial,AdjType: Substance,AdjType: Temporal,AdjType: Weather,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Plurality of Noun,Bareness of Noun,Plurality of Verb,"length of chain, is_head, is_corrupted, absolute location in chain, relative location in chain, distance from previous mention",Parse Error,Origin,A+N,F+N,all+N,O-Den,Allan Test Result,Denumerator,Allan Type,SubType,Magnitude
"The literati scrabbled like fiddler crabs , snatching their swag bags packed with glossy consumer magazines , CDs and bad perfume , pinching and clawing , then scuttling off to flag a cab .","The/the/DT literati/literati/NNS scrabbled/scrabble/VBD like/like/IN fiddler/fiddler/NN crabs/crab/NNS ,/,/, snatching/snatch/VBG their/they/PRP$ swag/swag/NN bags/bag/NNS packed/pack/VBN with/with/IN glossy/glossy/JJ consumer/consumer/NN magazines/magazine/NNS ,/,/, CDs/cd/NNS and/and/CC bad/bad/JJ perfume/perfume/NN ,/,/, pinching/pinch/VBG and/and/CC clawing/claw/VBG ,/,/, then/then/RB scuttling/scuttle/VBG off/off/RP to/to/TO flag/flag/NN a/a/DT cab/cab/NN ././. ","ROOT (ROOT-0, scrabbled-3) det (literati-2, The-1) nsubj (scrabbled-3, literati-2) case (crabs-6, like-4) compound (crabs-6, fiddler-5) nmod:like (scrabbled-3, crabs-6) punct (scrabbled-3, ,-7) ccomp (scrabbled-3, snatching-8) nmod:poss (bags-11, their-9) compound (bags-11, swag-10) dobj (snatching-8, bags-11) acl (bags-11, packed-12) case (magazines-16, with-13) amod (magazines-16, glossy-14) compound (magazines-16, consumer-15) nmod:with (packed-12, magazines-16) punct (magazines-16, ,-17) nmod:with (packed-12, CDs-18) conj:and (magazines-16, CDs-18) cc (magazines-16, and-19) amod (perfume-21, bad-20) nmod:with (packed-12, perfume-21) conj:and (magazines-16, perfume-21) punct (snatching-8, ,-22) dep (snatching-8, pinching-23) cc (pinching-23, and-24) dep (snatching-8, clawing-25) conj:and (pinching-23, clawing-25) punct (snatching-8, ,-26) advmod (scuttling-28, then-27) dep (snatching-8, scuttling-28) compound:prt (scuttling-28, off-29) case (flag-31, to-30) nmod:to (scuttling-28, flag-31) det (cab-33, a-32) dep (flag-31, cab-33) punct (scrabbled-3, .-34) ",swag,10,"compound (bags-11, swag-10) ","fiddler crabs , snatching their swag bags packed with glossy consumer",NN,[],,,,,[],[],[],,[],[],[],[],[],[],[],[],[],['bags'],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2009.txt_1.csv,0,0,0,0,unknown,,,,
"The only things left behind were the detritus of a grand night of celebration-balloons skimming over the carpet , trampled paper streamers , discarded signs , and swags of limp bunting that sagged against the walls .","The/the/DT only/only/JJ things/thing/NNS left/leave/VBD behind/behind/RP were/be/VBD the/the/DT detritus/detritus/NN of/of/IN a/a/DT grand/grand/JJ night/night/NN of/of/IN celebration-balloons/celebration-balloon/NNS skimming/skim/VBG over/over/IN the/the/DT carpet/carpet/NN ,/,/, trampled/trample/VBN paper/paper/NN streamers/streamer/NNS ,/,/, discarded/discard/VBN signs/sign/NNS ,/,/, and/and/CC swags/swag/NNS of/of/IN limp/limp/JJ bunting/bunting/NN that/that/WDT sagged/sag/VBD against/against/IN the/the/DT walls/wall/NNS ././. ","ROOT (ROOT-0, detritus-8) det (things-3, The-1) amod (things-3, only-2) nsubj (detritus-8, things-3) acl:relcl (things-3, left-4) compound:prt (left-4, behind-5) cop (detritus-8, were-6) det (detritus-8, the-7) case (night-12, of-9) det (night-12, a-10) amod (night-12, grand-11) nmod:of (detritus-8, night-12) case (celebration-balloons-14, of-13) nmod:of (night-12, celebration-balloons-14) acl (celebration-balloons-14, skimming-15) case (carpet-18, over-16) det (carpet-18, the-17) nmod:over (skimming-15, carpet-18) punct (carpet-18, ,-19) acl (carpet-18, trampled-20) compound (streamers-22, paper-21) dobj (trampled-20, streamers-22) punct (streamers-22, ,-23) amod (signs-25, discarded-24) dobj (trampled-20, signs-25) conj:and (streamers-22, signs-25) punct (streamers-22, ,-26) cc (streamers-22, and-27) dobj (trampled-20, swags-28) conj:and (streamers-22, swags-28) nsubj (sagged-33, swags-28) case (bunting-31, of-29) amod (bunting-31, limp-30) nmod:of (swags-28, bunting-31) ref (swags-28, that-32) acl:relcl (swags-28, sagged-33) case (walls-36, against-34) det (walls-36, the-35) nmod:against (sagged-33, walls-36) punct (detritus-8, .-37) ",swag,28,"dobj (trampled-20, swags-28) conj:and (streamers-22, swags-28) nsubj (sagged-33, swags-28) nmod:of (swags-28, bunting-31) ref (swags-28, that-32) acl:relcl (swags-28, sagged-33) ",", discarded signs , and swags of limp bunting that sagged",NNS,[],trampled-20,trample,VBN,object,[],[],[],,"[('of', 'bunting', 31)]",['of'],['bunting'],[],[],[],"[('and', 'streamers', 22)]",['and'],[streamers-22],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],plural,linked,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2009.txt_1.csv,0,0,0,0,unknown,,,,
"It shifted , wavered , passed in woolly swags and swirls , parted .","It/it/PRP shifted/shift/VBD ,/,/, wavered/waver/VBD ,/,/, passed/pass/VBN in/in/IN woolly/woolly/JJ swags/swag/NNS and/and/CC swirls/swirl/NNS ,/,/, parted/part/VBD ././. ","ROOT (ROOT-0, shifted-2) nsubj (shifted-2, It-1) punct (shifted-2, ,-3) dep (shifted-2, wavered-4) punct (shifted-2, ,-5) advcl (shifted-2, passed-6) case (swags-9, in-7) amod (swags-9, woolly-8) nmod:in (passed-6, swags-9) cc (swags-9, and-10) nmod:in (passed-6, swirls-11) conj:and (swags-9, swirls-11) punct (swags-9, ,-12) acl (swags-9, parted-13) punct (shifted-2, .-14) ",swag,9,"case (swags-9, in-7) amod (swags-9, woolly-8) nmod:in (passed-6, swags-9) cc (swags-9, and-10) conj:and (swags-9, swirls-11) punct (swags-9, ,-12) acl (swags-9, parted-13) ","wavered , passed in woolly swags and swirls , parted .",NNS,[],,,,,[],[],[],,"[('in', 'passed', 6)]",['in'],[],['passed'],[],[],"[('and', 'swirls', 11)]",['and'],[swirls-11],[],[],['woolly'],[0.083],[0.0425],[0.11449999999999999],[0.023125],[0.0475],[0.0125],[0.103125],[0.0875],[0.1075],[0.06625],[0.1408333333333333],[0.13958333333333334],[0.03208333333333333],[],[],[],['in'],[],[],[],[],[],[],plural,bare plural,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2009.txt_1.csv,0,0,0,0,unknown,,,,
"So he rolled up his swag and took the wheel ( I was dead tired of driving ) , and we headed again for the Anula country .","So/so/IN he/he/PRP rolled/roll/VBD up/up/RP his/he/PRP$ swag/swag/NN and/and/CC took/take/VBD the/the/DT wheel/wheel/NN -LRB-/-lrb-/-LRB- I/I/PRP was/be/VBD dead/dead/JJ tired/tired/JJ of/of/IN driving/drive/VBG -RRB-/-rrb-/-RRB- ,/,/, and/and/CC we/we/PRP headed/head/VBD again/again/RB for/for/IN the/the/DT Anula/Anula/NNP country/country/NN ././. ","ROOT (ROOT-0, rolled-3) dep (rolled-3, So-1) nsubj (rolled-3, he-2) nsubj (took-8, he-2) compound:prt (rolled-3, up-4) nmod:poss (swag-6, his-5) dobj (rolled-3, swag-6) cc (rolled-3, and-7) conj:and (rolled-3, took-8) det (wheel-10, the-9) dobj (took-8, wheel-10) punct (tired-15, (-11) nsubj (tired-15, I-12) cop (tired-15, was-13) amod (tired-15, dead-14) dep (wheel-10, tired-15) mark (driving-17, of-16) advcl:of (tired-15, driving-17) punct (tired-15, )-18) punct (rolled-3, ,-19) cc (rolled-3, and-20) nsubj (headed-22, we-21) conj:and (rolled-3, headed-22) advmod (headed-22, again-23) case (country-27, for-24) det (country-27, the-25) compound (country-27, Anula-26) nmod:for (headed-22, country-27) punct (rolled-3, .-28) ",swag,6,"nmod:poss (swag-6, his-5) dobj (rolled-3, swag-6) ",So he rolled up his swag and took the wheel (,NN,[],rolled-3,roll,VBD,object,[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,['his'],[],[],[],[],[],[],[],[],[],singular,linked,ambiguous,"[2, True, False, 1, 0.5, 0] ",False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2009.txt_2.csv,0,0,0,0,unknown,,,,
"I would n't do this for any ruggerlugs but you , Rev , '' said McCubby , digging into his swag . ''","I/I/PRP would/would/MD n't/not/RB do/do/VB this/this/DT for/for/IN any/any/DT ruggerlugs/ruggerlug/NNS but/but/CC you/you/PRP ,/,/, Rev/rev/NN ,/,/, ''/''/'' said/say/VBD McCubby/McCubby/NNP ,/,/, digging/digging/NN into/into/IN his/he/PRP$ swag/swag/NN ././. ''/''/'' ","ROOT (ROOT-0, said-15) nsubj (do-4, I-1) aux (do-4, would-2) neg (do-4, n't-3) ccomp (said-15, do-4) dobj (do-4, this-5) case (ruggerlugs-8, for-6) det (ruggerlugs-8, any-7) nmod:for (this-5, ruggerlugs-8) cc (this-5, but-9) dobj (do-4, you-10) conj:but (this-5, you-10) punct (you-10, ,-11) appos (you-10, Rev-12) punct (said-15, ,-13) punct (said-15, ''-14) nsubj (said-15, McCubby-16) punct (McCubby-16, ,-17) appos (McCubby-16, digging-18) case (swag-21, into-19) nmod:poss (swag-21, his-20) nmod:into (digging-18, swag-21) punct (said-15, .-22) punct (said-15, ''-23) ",swag,21,"case (swag-21, into-19) nmod:poss (swag-21, his-20) nmod:into (digging-18, swag-21) ","McCubby , digging into his swag . ''",NN,[],,,,,[],[],[],,"[('into', 'digging', 18)]",['into'],[],['digging'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,['his'],[],[],['into'],[],[],[],[],[],[],singular,linked,,"[2, False, False, 2, 1.0, 78] ",False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2009.txt_2.csv,0,0,0,0,unknown,,,,
McCubby rummaged in his swag and brought out a toy-like pistol . '',McCubby/McCubby/NNP rummaged/rummage/VBD in/in/IN his/he/PRP$ swag/swag/NN and/and/CC brought/bring/VBD out/out/RP a/a/DT toy-like/toy-like/JJ pistol/pistol/NN ././. ''/''/'' ,"ROOT (ROOT-0, rummaged-2) nsubj (rummaged-2, McCubby-1) nsubj (brought-7, McCubby-1) case (swag-5, in-3) nmod:poss (swag-5, his-4) nmod:in (rummaged-2, swag-5) cc (rummaged-2, and-6) conj:and (rummaged-2, brought-7) compound:prt (brought-7, out-8) det (pistol-11, a-9) amod (pistol-11, toy-like-10) dobj (brought-7, pistol-11) punct (rummaged-2, .-12) punct (rummaged-2, ''-13) ",swag,5,"case (swag-5, in-3) nmod:poss (swag-5, his-4) nmod:in (rummaged-2, swag-5) ",McCubby rummaged in his swag and brought out a toy-like,NN,[],,,,,[],[],[],,"[('in', 'rummaged', 2)]",['in'],[],['rummaged'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,['his'],[],[],['in'],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2009.txt_2.csv,0,0,0,0,unknown,,,,
You run for my swag .,You/you/PRP run/run/VBP for/for/IN my/my/PRP$ swag/swag/NN ././. ,"ROOT (ROOT-0, run-2) nsubj (run-2, You-1) case (swag-5, for-3) nmod:poss (swag-5, my-4) nmod:for (run-2, swag-5) punct (run-2, .-6) ",swag,5,"case (swag-5, for-3) nmod:poss (swag-5, my-4) nmod:for (run-2, swag-5) ",You run for my swag .,NN,[],,,,,[],[],[],,"[('for', 'run', 2)]",['for'],[],['run'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,['my'],[],[],['for'],[],[],[],[],[],[],singular,linked,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2009.txt_2.csv,0,0,0,0,unknown,,,,
A downy mustache traces his top lip ; swags of moppish hair graze his collarbones .,A/a/DT downy/downy/JJ mustache/mustache/NN traces/trace/NNS his/he/PRP$ top/top/JJ lip/lip/NN ;/;/: swags/swag/NNS of/of/IN moppish/moppish/JJ hair/hair/NN graze/graze/VB his/he/PRP$ collarbones/collarbone/NNS ././. ,"ROOT (ROOT-0, traces-4) det (traces-4, A-1) amod (traces-4, downy-2) compound (traces-4, mustache-3) nmod:poss (lip-7, his-5) amod (lip-7, top-6) dep (traces-4, lip-7) punct (traces-4, ;-8) dep (traces-4, swags-9) case (hair-12, of-10) amod (hair-12, moppish-11) nmod:of (swags-9, hair-12) dep (swags-9, graze-13) nmod:poss (collarbones-15, his-14) dobj (graze-13, collarbones-15) punct (traces-4, .-16) ",swag,9,"dep (traces-4, swags-9) nmod:of (swags-9, hair-12) dep (swags-9, graze-13) ",traces his top lip ; swags of moppish hair graze his,NNS,[],,,,,[],[],[],,"[('of', 'hair', 12)]",['of'],['hair'],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],plural,bare plural,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2010.txt_1.csv,0,0,0,0,unknown,,,,
"Her mother stared at her -- the side of her face ; she was lovely , brown cuffs in swags to her shoulders . ''","Her/she/PRP$ mother/mother/NN stared/stare/VBD at/at/IN her/she/PRP$ --/--/: the/the/DT side/side/NN of/of/IN her/she/PRP$ face/face/NN ;/;/: she/she/PRP was/be/VBD lovely/lovely/JJ ,/,/, brown/brown/JJ cuffs/cuff/NNS in/in/IN swags/swag/NNS to/to/TO her/she/PRP$ shoulders/shoulder/NNS ././. ''/''/'' ","ROOT (ROOT-0, stared-3) nmod:poss (mother-2, Her-1) nsubj (stared-3, mother-2) case (her-5, at-4) nmod:at (stared-3, her-5) punct (stared-3, ---6) det (side-8, the-7) dobj (stared-3, side-8) case (face-11, of-9) nmod:poss (face-11, her-10) nmod:of (side-8, face-11) punct (stared-3, ;-12) nsubj (cuffs-18, she-13) cop (cuffs-18, was-14) amod (cuffs-18, lovely-15) punct (cuffs-18, ,-16) amod (cuffs-18, brown-17) parataxis (stared-3, cuffs-18) case (swags-20, in-19) nmod:in (cuffs-18, swags-20) case (shoulders-23, to-21) nmod:poss (shoulders-23, her-22) nmod:to (swags-20, shoulders-23) punct (stared-3, .-24) punct (stared-3, ''-25) ",swag,20,"case (swags-20, in-19) nmod:in (cuffs-18, swags-20) nmod:to (swags-20, shoulders-23) ","lovely , brown cuffs in swags to her shoulders . ''",NNS,[],,,,,[],[],[],,"[('in', 'cuffs', 18), ('to', 'shoulders', 23)]","['in', 'to']",['shoulders'],['cuffs'],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],['in'],[],[],[],[],[],[],plural,bare plural,,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2011.txt_1.csv,0,0,0,0,unknown,,,,
Swags of burgundy velvet draped the solid mahogany four-poster bed and the ornately carved mirror over the vanity .,Swags/swag/NNS of/of/IN burgundy/burgundy/NN velvet/velvet/NN draped/drape/VBD the/the/DT solid/solid/JJ mahogany/mahogany/NN four-poster/four-poster/JJ bed/bed/NN and/and/CC the/the/DT ornately/ornately/RB carved/carve/VBN mirror/mirror/NN over/over/IN the/the/DT vanity/vanity/NN ././. ,"ROOT (ROOT-0, draped-5) nsubj (draped-5, Swags-1) case (velvet-4, of-2) compound (velvet-4, burgundy-3) nmod:of (Swags-1, velvet-4) det (mahogany-8, the-6) amod (mahogany-8, solid-7) dobj (draped-5, mahogany-8) amod (bed-10, four-poster-9) dep (mahogany-8, bed-10) cc (mahogany-8, and-11) det (mirror-15, the-12) advmod (carved-14, ornately-13) amod (mirror-15, carved-14) dobj (draped-5, mirror-15) conj:and (mahogany-8, mirror-15) case (vanity-18, over-16) det (vanity-18, the-17) nmod:over (mirror-15, vanity-18) punct (draped-5, .-19) ",swag,1,"nsubj (draped-5, Swags-1) nmod:of (Swags-1, velvet-4) ",Swags of burgundy velvet draped the,NNS,[],draped-5,drape,VBD,subject,[],[],[],,"[('of', 'velvet', 4)]",['of'],['velvet'],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],plural,bare plural,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2011.txt_1.csv,0,0,0,0,unknown,,,,
"In the middle hung a chandelier that dripped topaz swags and bangles , positioned so that Magister Pregaldin had to duck whenever he crossed the room .  ''","In/in/IN the/the/DT middle/middle/JJ hung/hang/VBD a/a/DT chandelier/chandelier/NN that/that/WDT dripped/drip/VBD topaz/topaz/NN swags/swag/NNS and/and/CC bangles/bangle/NNS ,/,/, positioned/position/VBN so/so/IN that/that/IN Magister/Magister/NNP Pregaldin/Pregaldin/NNP had/have/VBD to/to/TO duck/duck/VB whenever/whenever/WRB he/he/PRP crossed/cross/VBD the/the/DT room/room/NN ././. ''/''/'' ","ROOT (ROOT-0, hung-4) case (middle-3, In-1) det (middle-3, the-2) nmod:in (hung-4, middle-3) det (chandelier-6, a-5) nsubj (hung-4, chandelier-6) nsubj (dripped-8, that-7) ccomp (chandelier-6, dripped-8) compound (swags-10, topaz-9) dobj (dripped-8, swags-10) cc (swags-10, and-11) dobj (dripped-8, bangles-12) conj:and (swags-10, bangles-12) punct (swags-10, ,-13) amod (swags-10, positioned-14) dep (positioned-14, so-15) mark (had-19, that-16) compound (Pregaldin-18, Magister-17) nsubj (had-19, Pregaldin-18) nsubj:xsubj (duck-21, Pregaldin-18) ccomp (dripped-8, had-19) mark (duck-21, to-20) xcomp (had-19, duck-21) advmod (crossed-24, whenever-22) nsubj (crossed-24, he-23) advcl (duck-21, crossed-24) det (room-26, the-25) dobj (crossed-24, room-26) punct (hung-4, .-27) punct (hung-4, ''-28) ",swag,10,"compound (swags-10, topaz-9) dobj (dripped-8, swags-10) cc (swags-10, and-11) conj:and (swags-10, bangles-12) punct (swags-10, ,-13) amod (swags-10, positioned-14) ","a chandelier that dripped topaz swags and bangles , positioned so",NNS,[],dripped-8,drip,VBD,object,[],[],[],,[],[],[],[],[],[],"[('and', 'bangles', 12)]",['and'],[bangles-12],[],['topaz'],['positioned'],[0.0925],[0.10333333333333332],[0.1575],[0.0225],[0.03],[0.06354166666666666],[0.1025],[0.0725],[0.0625],[0.09916666666666667],[0.07291666666666666],[0.090625],[0.030416666666666668],[],[],[],[],[],[],[],[],[],[],plural,bare plural,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2011.txt_2.csv,0,0,0,0,unknown,,,,
A tiny swag of skin hung below her chin .,A/a/DT tiny/tiny/JJ swag/swag/NN of/of/IN skin/skin/NN hung/hang/VBD below/below/IN her/she/PRP$ chin/chin/NN ././. ,"ROOT (ROOT-0, hung-6) det (swag-3, A-1) amod (swag-3, tiny-2) nsubj (hung-6, swag-3) case (skin-5, of-4) nmod:of (swag-3, skin-5) case (chin-9, below-7) nmod:poss (chin-9, her-8) nmod:below (hung-6, chin-9) punct (hung-6, .-10) ",swag,3,"det (swag-3, A-1) amod (swag-3, tiny-2) nsubj (hung-6, swag-3) nmod:of (swag-3, skin-5) ",A tiny swag of skin hung below her,NN,[],hung-6,hang,VBD,subject,[],[],[],,"[('of', 'skin', 5)]",['of'],['skin'],[],['A'],['indefinite article'],[],[],[],[],[],['tiny'],[0.0025],[0.018708333333333334],[0.0025],[0.003333333333333333],[0.008125],[0.015],[0.05775],[0.0075],[0.0125],[0.7446249999999999],[0.10870833333333335],[0.015],[0.00375],[],[],[],[],[],[],[],[],[],[],singular,linked,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2000.txt_1.csv,1,0,0,0,countable,a,unit,a/an,small
May stand and walk and swag .,May/May/NNP stand/stand/VB and/and/CC walk/walk/VB and/and/CC swag/swag/NN ././. ,"ROOT (ROOT-0, stand-2) nsubj (stand-2, May-1) nsubj (walk-4, May-1) cc (stand-2, and-3) conj:and (stand-2, walk-4) cc (swag-6, and-5) dobj (stand-2, swag-6) punct (stand-2, .-7) ",swag,6,"cc (swag-6, and-5) dobj (stand-2, swag-6) ",May stand and walk and swag .,NN,[],stand-2,stand,VB,object,[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],singular,bare singular,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2001.txt_1.csv,0,0,0,0,unknown,,,,
"We buy from several local crafters , but the most popular holiday wreaths , garlands , and swags come from two sisters , Donna and Terry Fletcher , who use herbs and flowers gathered from the fields of their flower farm and dried in their barn .","We/we/PRP buy/buy/VBP from/from/IN several/several/JJ local/local/JJ crafters/crafter/NNS ,/,/, but/but/CC the/the/DT most/most/RBS popular/popular/JJ holiday/holiday/NN wreaths/wreath/NNS ,/,/, garlands/garland/NNS ,/,/, and/and/CC swags/swag/NNS come/come/VBP from/from/IN two/two/CD sisters/sister/NNS ,/,/, Donna/Donna/NNP and/and/CC Terry/Terry/NNP Fletcher/Fletcher/NNP ,/,/, who/who/WP use/use/VBP herbs/herb/NNS and/and/CC flowers/flower/NNS gathered/gather/VBN from/from/IN the/the/DT fields/field/NNS of/of/IN their/they/PRP$ flower/flower/NN farm/farm/NN and/and/CC dried/dry/VBD in/in/IN their/they/PRP$ barn/barn/NN ././. ","ROOT (ROOT-0, buy-2) nsubj (buy-2, We-1) case (crafters-6, from-3) amod (crafters-6, several-4) amod (crafters-6, local-5) nmod:from (buy-2, crafters-6) punct (buy-2, ,-7) cc (buy-2, but-8) det (wreaths-13, the-9) advmod (popular-11, most-10) amod (wreaths-13, popular-11) compound (wreaths-13, holiday-12) nsubj (come-19, wreaths-13) nsubj (dried-43, wreaths-13) punct (wreaths-13, ,-14) appos (wreaths-13, garlands-15) punct (wreaths-13, ,-16) cc (wreaths-13, and-17) conj:and (wreaths-13, swags-18) nsubj (come-19, swags-18) conj:but (buy-2, come-19) case (sisters-22, from-20) nummod (sisters-22, two-21) nmod:from (come-19, sisters-22) nsubj (use-30, sisters-22) punct (sisters-22, ,-23) nmod:from (come-19, Donna-24) conj:and (sisters-22, Donna-24) nsubj (use-30, Donna-24) cc (sisters-22, and-25) compound (Fletcher-27, Terry-26) nmod:from (come-19, Fletcher-27) conj:and (sisters-22, Fletcher-27) nsubj (use-30, Fletcher-27) punct (sisters-22, ,-28) ref (sisters-22, who-29) acl:relcl (sisters-22, use-30) dobj (use-30, herbs-31) cc (herbs-31, and-32) dobj (use-30, flowers-33) conj:and (herbs-31, flowers-33) acl (herbs-31, gathered-34) case (fields-37, from-35) det (fields-37, the-36) nmod:from (gathered-34, fields-37) case (farm-41, of-38) nmod:poss (farm-41, their-39) compound (farm-41, flower-40) nmod:of (fields-37, farm-41) cc (come-19, and-42) conj:but (buy-2, dried-43) conj:and (come-19, dried-43) case (barn-46, in-44) nmod:poss (barn-46, their-45) nmod:in (dried-43, barn-46) punct (buy-2, .-47) ",swag,18,"conj:and (wreaths-13, swags-18) nsubj (come-19, swags-18) ","wreaths , garlands , and swags come from two sisters ,",NNS,[],come-19,come,VBP,subject,[],[],[],,[],[],[],[],[],[],"[('and', 'wreaths', 13)]",['and'],[wreaths-13],[],[],[],,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],plural,linked,plural,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2001.txt_2.csv,0,0,0,0,unknown,,,,
"The Fletchers were supposed to bring in two dozen twenty-four-inch grapevine wreaths and a dozen swags yesterday , but Donna called to say they 'd be late with the order . ''","The/the/DT Fletchers/Fletchers/NNPS were/be/VBD supposed/suppose/VBN to/to/TO bring/bring/VB in/in/RP two/two/CD dozen/dozen/NN twenty-four-inch/twenty-four-inch/JJ grapevine/grapevine/NN wreaths/wreath/NNS and/and/CC a/a/DT dozen/dozen/NN swags/swag/NNS yesterday/yesterday/NN ,/,/, but/but/CC Donna/Donna/NNP called/call/VBD to/to/TO say/say/VB they/they/PRP 'd/would/MD be/be/VB late/late/JJ with/with/IN the/the/DT order/order/NN ././. ''/''/'' ","ROOT (ROOT-0, supposed-4) det (Fletchers-2, The-1) nsubjpass (supposed-4, Fletchers-2) nsubj:xsubj (bring-6, Fletchers-2) auxpass (supposed-4, were-3) mark (bring-6, to-5) xcomp (supposed-4, bring-6) compound:prt (bring-6, in-7) compound (dozen-9, two-8) nummod (wreaths-12, dozen-9) amod (wreaths-12, twenty-four-inch-10) compound (wreaths-12, grapevine-11) dobj (bring-6, wreaths-12) cc (wreaths-12, and-13) advmod (dozen-15, a-14) nummod (swags-16, dozen-15) dobj (bring-6, swags-16) conj:and (wreaths-12, swags-16) nmod:tmod (bring-6, yesterday-17) punct (supposed-4, ,-18) cc (supposed-4, but-19) nsubj (called-21, Donna-20) nsubj:xsubj (say-23, Donna-20) conj:but (supposed-4, called-21) mark (say-23, to-22) xcomp (called-21, say-23) nsubj (late-27, they-24) aux (late-27, 'd-25) cop (late-27, be-26) ccomp (say-23, late-27) case (order-30, with-28) det (order-30, the-29) nmod:with (late-27, order-30) punct (supposed-4, .-31) punct (supposed-4, ''-32) ",swag,16,"nummod (swags-16, dozen-15) dobj (bring-6, swags-16) conj:and (wreaths-12, swags-16) ","grapevine wreaths and a dozen swags yesterday , but Donna called",NNS,[],bring-6,bring,VB,object,[],[],[],,[],[],[],[],[],[],"[('and', 'wreaths', 12)]",['and'],[wreaths-12],[],[],[],,,,,,,,,,,,,,[],[],['two'],[],[],[],[],[],[],[],plural,linked,ambiguous,,False,/scratch/awahlang/COCAFiles/COCA/academic/tryAgain/completed/fiction/w_fic_2001.txt_2.csv,0,1,0,0,countable,a dozen,fuzzy,imprecise quantifier,medium
